web-scraper-order,web-scraper-start-url,skills-rest,skills-rest-href,name,description,Rating,invocation name,dynamic content,privacy policy,privacy policy-href,terms of use,terms of use-href,number of ratings,maker,skill rating,skill rating-href,Overall rating,category,sub-category,comment heading,comment heading-href,review,review stars,review date,review-pages,review-pages-href,skill-pages,skill-pages-href
"1564970270-199598","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Recycling Reminder","https://www.amazon.com/Casey-Loren-Billman-Recycling-Reminder/dp/B01HPJ6M4G/ref=sr_1_290?fst=as%3Aoff&qid=1564969842&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-290","Recycling Reminder","Never have to judge if it's your recycling week by looking down the street.  Configure Recycling Reminder to remember your biweekly pickup week by saying, ""Alexa, ask Recycling Reminder to remember my recycling week as"" followed by ""this week"" or ""next week"".  To use Recycling Reminder, ask Alexa to ""ask Recycling Reminder if pickup is this week"" to have a quick reminder or simply, ""open Recycling Reminder"".","null","recycling reminder","dynamic content.","null","","null","","33","by Casey Loren Billman","33","https://www.amazon.com/product-reviews/B01HPJ6M4G","3.3 out of 5 stars","Utilities","Calendars & Reminders","","","","","","null","https://www.amazon.com/Casey-Loren-Billman-Recycling-Reminder/product-reviews/B01HPJ6M4G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=19&fst=as%3Aoff&qid=1564969840&rnid=2661617011&ref=sr_pg_18"
"1564974941-212838","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","stopwatch","https://www.amazon.com/blandflakes-stopwatch/dp/B019DB6YNI/ref=sr_1_18?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-18","stopwatch","This skill provides a stopwatch for timing arbitrary things.

You just start a stopwatch, and then you can check the status of the watch, restart the watch, or stop it at any point. You can also pause and resume the watch, and it will track the running total duration.

In addition to the explicit commands (start, status, reset, stop, pause, resume), launching the app also acts as a shortcut for managing your watch. Launching the app with no watch will start a new watch, while launching it with a running watch will automatically return your status.

Past reviews have mentioned the verbosity; there is no way for me to improve this as Alexa skills must be invoked by name.

Apologies for the recent disruption, my hosting shut down on me while I was in the hospital. However, I've now moved to paid hosting, and added Pause/Restart!

(Also listed as time keeper, for now).","null","stopwatch","dynamic content.","null","","null","","271","by blandflakes","271","https://www.amazon.com/product-reviews/B019DB6YNI","3.5 out of 5 stars","Utilities","Alarms & Clocks","One Star","https://www.amazon.com/gp/customer-reviews/R3HZ3J98BJTTKE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B019DB6YNI","Terrible, would not stop... had to disable.","1.0 out of 5 stars","March 11, 2018","Next page→","https://www.amazon.com/blandflakes-stopwatch/product-reviews/B019DB6YNI/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564971167-202233","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Days Since","https://www.amazon.com/badmunny-Days-Since/dp/B072T7SLB4/ref=sr_1_221?fst=as%3Aoff&qid=1564969832&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-221","Days Since","Days Since calculates the number of days from a date in the past to today.","null","days since","dynamic content.","null","","null","","1","by badmunny","1","https://www.amazon.com/product-reviews/B072T7SLB4","5.0 out of 5 stars","Utilities","Calendars & Reminders","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=14&fst=as%3Aoff&qid=1564969830&rnid=2661617011&ref=sr_pg_13"
"1564973984-209979","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Mr. Butler","https://www.amazon.com/Advent-Labs-Mr-Butler/dp/B06X6GZDP4/ref=sr_1_45?fst=as%3Aoff&qid=1564969810&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-45","Mr. Butler","Forget where you put your car keys? Your sunglasses? The flour? Butler is an easy-to-use item location reminder. Simply tell Butler where you put an item and Butler will remember next time you ask!","null","mister butler","dynamic content.","null","","null","","173","by Advent Labs","173","https://www.amazon.com/product-reviews/B06X6GZDP4","3.1 out of 5 stars","Utilities","Calendars & Reminders","Need instructions","https://www.amazon.com/gp/customer-reviews/R195XCW48ECE2M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06X6GZDP4","As with everything else in life nowadays, there are no instructions with anything. Now that I have figured out that I need to say ""Alexa, tell Mr. Butler I PUT my so-and-so somewhere"" the skill works fine. Would it be so hard to PUT in the description you must use the word PUT to initially locate an item?","3.0 out of 5 stars","August 28, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564969807&rnid=2661617011&ref=sr_pg_2"
"1564973979-209965","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Mr. Butler","https://www.amazon.com/Advent-Labs-Mr-Butler/dp/B06X6GZDP4/ref=sr_1_45?fst=as%3Aoff&qid=1564969810&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-45","Mr. Butler","Forget where you put your car keys? Your sunglasses? The flour? Butler is an easy-to-use item location reminder. Simply tell Butler where you put an item and Butler will remember next time you ask!","null","mister butler","dynamic content.","null","","null","","173","by Advent Labs","173","https://www.amazon.com/product-reviews/B06X6GZDP4","3.1 out of 5 stars","Utilities","Calendars & Reminders","Better than everything else.","https://www.amazon.com/gp/customer-reviews/R2QTDHB36THXVA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06X6GZDP4","So far this skill is the only one that actually works. Keep your words and locations simple. Example: nail clippers in hall closet. Be patient and Mr. Butler will work.","4.0 out of 5 stars","November 12, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564969807&rnid=2661617011&ref=sr_pg_2"
"1564975784-215330","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Any.do","https://www.amazon.com/Any-DO-Inc-Any-do/dp/B074X3JRHL/ref=sr_1_6?fst=as%3Aoff&qid=1564969805&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-6","Any.do","Get More Done with Any.do, the #1 To-do list, Calendar & Reminders App. Now works in perfect harmony with Amazon Alexa.

To get started, enable the Any.do Skill on Alexa, grant Lists read/write permissions and link to Any.do by creating a new account or signing-in to your existing account.

Once connected, your Alexa Shopping & To-do lists will be added as new lists to your Any.do account (at the moment, these are the only lists available on Alexa).
Then just say ‘Alexa, add birthday plans to my To-Do list’ or ‘Alexa, add tomatoes to my Shopping list’.
Your tasks will immediately sync to your Any.do account on mobile, desktop and tablet - so you’ll have it with you anytime, anywhere.

New to Any.do?
Visit https://www.any.do  to download the app and start getting more done!
If you have any questions or issues connecting Alexa with Any.do, please contact customers@any.do","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.any.do/legal/app-license-agreement","null","","276","by Any.DO Inc","276","https://www.amazon.com/product-reviews/B074X3JRHL","3.9 out of 5 stars","Utilities","Calendars & Reminders","Seriously love this app","https://www.amazon.com/gp/customer-reviews/R1MZKSJS48JZRD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074X3JRHL","Use it for all of our home shopping, and works like a charm. Couldn't go without it now, it is so convienent, when you think of something you need just say it and it is added to your list. Must have","5.0 out of 5 stars","April 20, 2018","Next page→","https://www.amazon.com/Any-DO-Inc-Any-do/product-reviews/B074X3JRHL/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7","",""
"1564974884-212667","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","stopwatch","https://www.amazon.com/blandflakes-stopwatch/dp/B019DB6YNI/ref=sr_1_18?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-18","stopwatch","This skill provides a stopwatch for timing arbitrary things.

You just start a stopwatch, and then you can check the status of the watch, restart the watch, or stop it at any point. You can also pause and resume the watch, and it will track the running total duration.

In addition to the explicit commands (start, status, reset, stop, pause, resume), launching the app also acts as a shortcut for managing your watch. Launching the app with no watch will start a new watch, while launching it with a running watch will automatically return your status.

Past reviews have mentioned the verbosity; there is no way for me to improve this as Alexa skills must be invoked by name.

Apologies for the recent disruption, my hosting shut down on me while I was in the hospital. However, I've now moved to paid hosting, and added Pause/Restart!

(Also listed as time keeper, for now).","null","stopwatch","dynamic content.","null","","null","","271","by blandflakes","271","https://www.amazon.com/product-reviews/B019DB6YNI","3.5 out of 5 stars","Utilities","Alarms & Clocks","Two Stars","https://www.amazon.com/gp/customer-reviews/RGOPGVNSH9JWL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B019DB6YNI","Not very user friendly but ussable.","2.0 out of 5 stars","March 16, 2018","Next page→","https://www.amazon.com/blandflakes-stopwatch/product-reviews/B019DB6YNI/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564971046-201883","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Random Number 1 to 10","https://www.amazon.com/Random-Number-1-to-10/dp/B0713YCV8Z/ref=sr_1_234?fst=as%3Aoff&qid=1564969834&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-234","Random Number 1 to 10","Ask for a random number. Returns a random number from 1 to 10.","null","random number","dynamic content.","null","","null","","93","by Mark Stafford","93","https://www.amazon.com/product-reviews/B0713YCV8Z","3.4 out of 5 stars","Utilities","Calculators","not needed","https://www.amazon.com/gp/customer-reviews/R3P14ABQ3Z7X71/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0713YCV8Z","alexa can already do this with an add-on. just say ""give me a random number between [low number] and [high number]"". don't actually say ""low number"" or ""high number"". substitute those with actual numbers. you don't even have to start with a low number of 1.","1.0 out of 5 stars","June 3, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=15&fst=as%3Aoff&qid=1564969832&rnid=2661617011&ref=sr_pg_14"
"1564973762-209311","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","APRS","https://www.amazon.com/Nortius-Systems-APRS/dp/B01AVCIIQY/ref=sr_1_52?fst=as%3Aoff&qid=1564969812&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-52","APRS","Locate APRS stations using the APSR Internet System, and reverse-geocode the locations to approximate addresses.","null","a. p. r. s.","dynamic content.","Developer Privacy Policy","http://kv6m.org/alexa-aprs/#privacy","Developer Terms of Use","http://kv6m.org/alexa-aprs/#terms","15","by Nortius Systems","15","https://www.amazon.com/product-reviews/B01AVCIIQY","3.5 out of 5 stars","Utilities","null","It's a cool skill for hams","https://www.amazon.com/gp/customer-reviews/R2AUB04ZAH3I3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01AVCIIQY","Gave it 4 stars because it gets phonetics confused and has limited functionality. It did locate my call phonetically.
I think a cool feature to add would be to receive APRS text messages.

 73","4.0 out of 5 stars","November 3, 2016","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=4&fst=as%3Aoff&qid=1564969810&rnid=2661617011&ref=sr_pg_3"
"1564971986-204479","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","study time","https://www.amazon.com/iGageit-study-time/dp/B07FF3FF7H/ref=sr_1_169?fst=as%3Aoff&qid=1564969826&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-169","study time","Study time is a skill to help you Study, Sleep, or just relax with calming music. 

You can say:

""Alexa, open Study Time""
""Alexa, start Study Time""
""Alexa, launch Study Time""

Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!","Guidance Suggested.","study time","dynamic content.","Developer Privacy Policy","https://getstoryline.com/public/privacy.html","null","","3","by iGageit","3","https://www.amazon.com/product-reviews/B07FF3FF7H","3.1 out of 5 stars","Utilities","Alarms & Clocks","good thind for stuy","https://www.amazon.com/gp/customer-reviews/R329IIBFGEJMFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07FF3FF7H","like it so much and help  me alot","5.0 out of 5 stars","March 10, 2019","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=11&fst=as%3Aoff&qid=1564969824&rnid=2661617011&ref=sr_pg_10"
"1564975817-215434","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Any.do","https://www.amazon.com/Any-DO-Inc-Any-do/dp/B074X3JRHL/ref=sr_1_6?fst=as%3Aoff&qid=1564969805&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-6","Any.do","Get More Done with Any.do, the #1 To-do list, Calendar & Reminders App. Now works in perfect harmony with Amazon Alexa.

To get started, enable the Any.do Skill on Alexa, grant Lists read/write permissions and link to Any.do by creating a new account or signing-in to your existing account.

Once connected, your Alexa Shopping & To-do lists will be added as new lists to your Any.do account (at the moment, these are the only lists available on Alexa).
Then just say ‘Alexa, add birthday plans to my To-Do list’ or ‘Alexa, add tomatoes to my Shopping list’.
Your tasks will immediately sync to your Any.do account on mobile, desktop and tablet - so you’ll have it with you anytime, anywhere.

New to Any.do?
Visit https://www.any.do  to download the app and start getting more done!
If you have any questions or issues connecting Alexa with Any.do, please contact customers@any.do","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.any.do/legal/app-license-agreement","null","","276","by Any.DO Inc","276","https://www.amazon.com/product-reviews/B074X3JRHL","3.9 out of 5 stars","Utilities","Calendars & Reminders","Easy to use, helpful","https://www.amazon.com/gp/customer-reviews/R1URTC8W9FF7I9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074X3JRHL","The app is easy to use and very helpful in keeping my shopping list and tasks organized.  Whether you enter info via Alexa or manually, it is all in the same place.  I would recommend this app.","5.0 out of 5 stars","July 16, 2018","Next page→","https://www.amazon.com/Any-DO-Inc-Any-do/product-reviews/B074X3JRHL/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6","",""
"1564974186-210566","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","MyStopwatch","https://www.amazon.com/Dylan-MyStopwatch/dp/B07CXG78JV/ref=sr_1_40?fst=as%3Aoff&qid=1564969810&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-40","MyStopwatch","A stopwatch app for Echo devices that has Start, Pause, Resume, Current Time, and Stop.


To start: 'Alexa, tell my stopwatch to start.'
To pause: 'Alexa, tell my stopwatch to pause.'
To resume: 'Alexa, tell my stopwatch to resume.'
To get the current time: 'Alexa, ask my stopwatch for the current time.'
To stop: 'Alexa, tell my stopwatch to stop.'
To get help: 'Alexa, ask my stopwatch for help.'

After each command (except for starting), Alexa will inform you of the current time of your stopwatch.","null","my stopwatch","dynamic content.","null","","null","","22","by Dylan","22","https://www.amazon.com/product-reviews/B07CXG78JV","3.9 out of 5 stars","Utilities","Alarms & Clocks","Unfinished","https://www.amazon.com/gp/customer-reviews/R2DFI5N49JSHYF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CXG78JV","Very low quality.  Recommend that it be either deleted or fixed.  BTW:  Other stopwatches I tried out were equally horrible, but this one does not even show the elapsed time on the screen.  Sorry guys, keep trying.","1.0 out of 5 stars","December 22, 2018","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564969807&rnid=2661617011&ref=sr_pg_2"
"1564974402-211218","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","remember this","https://www.amazon.com/RURx77-remember-this/dp/B072WCVV9X/ref=sr_1_30?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-30","remember this","REMEMBER THIS allows you to create a list of items you want to remember.  Start your list by saying ADD TO LIST followed by the text you wish to add.  Use READ LIST to hear the list. A number is assigned to each item in the list.  To remove an item from the list say DELETE NUMBER n, where n is the number of the item you wish to remove.   You can clear the list by saying CLEAR LIST. You can also renumber the list (which may be helpful after deleting items). HELP and STOP are also available at any time.

REMEMBER THIS was originally written for the visually impaired, who cannot use the standard Alexa To Do skill, because it requires seeing the list to delete items.  The ability to verbally delete items easily was the primary driver for this skill.","null","remember this","dynamic content.","null","","null","","105","by RURx77","105","https://www.amazon.com/product-reviews/B072WCVV9X","3.3 out of 5 stars","Utilities","Calendars & Reminders","Really bad","https://www.amazon.com/gp/customer-reviews/RQ1VY3KD8LJU2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B072WCVV9X","Won't really save remonders.","1.0 out of 5 stars","February 26, 2018","Next page→","https://www.amazon.com/RURx77-remember-this/product-reviews/B072WCVV9X/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564971223-202397","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Moon Calendar","https://www.amazon.com/Omniwheel-Moon-Calendar/dp/B073QMQJY7/ref=sr_1_214?fst=as%3Aoff&qid=1564969832&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-214","Moon Calendar","Moon Calendar can provide you with up to date information on moon phase changes. Just ask about moon phases during a general time period, like a week, month or year. You can also ask about moon phases during on a particular date.","null","moon calendar","dynamic content.","null","","null","","3","by Omniwheel","3","https://www.amazon.com/product-reviews/B073QMQJY7","2.7 out of 5 stars","Utilities","Calendars & Reminders","Some help but event #...","https://www.amazon.com/gp/customer-reviews/R23R1TJ9NCP3NQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QMQJY7","Doesn't mention event # yet asks for it.","4.0 out of 5 stars","January 30, 2018","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=14&fst=as%3Aoff&qid=1564969830&rnid=2661617011&ref=sr_pg_13"
"1564973505-208561","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","World Time","https://www.amazon.com/Aiswarya-World-Time/dp/B074QGXBLW/ref=sr_1_69?fst=as%3Aoff&qid=1564969814&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-69","World Time","This skill helps customers get the current time in any city or country in the world. The user frames a question such as ""Alexa, what's the time in New York?"". The location is obtained from the user's utterance and 
the co-ordinates of the location are obtained using Google Maps API.
The co-ordinates are used to obtain the current time using the Google
Timezone API. The time is also adjusted for Daylight Saving wherever applicable.","null","world time","dynamic content.","null","","null","","6","by Aiswarya","6","https://www.amazon.com/product-reviews/B074QGXBLW","3.1 out of 5 stars","Utilities","Alarms & Clocks","2 hours and 17 minutes","https://www.amazon.com/gp/customer-reviews/RGUCEFZT4K571/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074QGXBLW","When asked the time for four different cities, two answers came back ""The time in ______ is 2hours and 17 minutes. ""","1.0 out of 5 stars","December 1, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=5&fst=as%3Aoff&qid=1564969812&rnid=2661617011&ref=sr_pg_4"
"1564975316-213882","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Any.do","https://www.amazon.com/Any-DO-Inc-Any-do/dp/B074X3JRHL/ref=sr_1_6?fst=as%3Aoff&qid=1564969805&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-6","Any.do","Get More Done with Any.do, the #1 To-do list, Calendar & Reminders App. Now works in perfect harmony with Amazon Alexa.

To get started, enable the Any.do Skill on Alexa, grant Lists read/write permissions and link to Any.do by creating a new account or signing-in to your existing account.

Once connected, your Alexa Shopping & To-do lists will be added as new lists to your Any.do account (at the moment, these are the only lists available on Alexa).
Then just say ‘Alexa, add birthday plans to my To-Do list’ or ‘Alexa, add tomatoes to my Shopping list’.
Your tasks will immediately sync to your Any.do account on mobile, desktop and tablet - so you’ll have it with you anytime, anywhere.

New to Any.do?
Visit https://www.any.do  to download the app and start getting more done!
If you have any questions or issues connecting Alexa with Any.do, please contact customers@any.do","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.any.do/legal/app-license-agreement","null","","276","by Any.DO Inc","276","https://www.amazon.com/product-reviews/B074X3JRHL","3.9 out of 5 stars","Utilities","Calendars & Reminders","any do","https://www.amazon.com/gp/customer-reviews/R2FK4JKNDJZT14/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074X3JRHL","seem to work fine","3.0 out of 5 stars","November 18, 2018","Next page→","https://www.amazon.com/Any-DO-Inc-Any-do/product-reviews/B074X3JRHL/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25","",""
